Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
INT,1530,1,UPIC Internship PT 3,0%,0%,0%,0%,0%,92%,8%,0%,0%,0%,0%,0%,"Kelley-Hall, Caren",
INT,1540,1,UPIC Internship PT 4,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Kelley-Hall, Caren",
INT,2010,1,Off-Campus Internship FT,0%,0%,0%,0%,0%,80%,10%,10%,0%,0%,0%,0%,"Johnson, Miranda",
,,,,,,,,,,,,,,,,Louise,
INT,2510,1,UPIC Internship FT 1,0%,0%,0%,0%,0%,75%,25%,0%,0%,0%,0%,0%,"Robinson, Lisa Marie",
INT,2520,1,UPIC Internship FT 2,0%,0%,0%,0%,0%,78%,22%,0%,0%,0%,0%,0%,"Kelley-Hall, Caren",
INT,8010,1,Graduate Student Internsh,0%,0%,0%,0%,0%,94%,6%,0%,0%,0%,0%,0%,"Johnson, Miranda",
,,,,,,,,,,,,,,,,Louise,
INT,8010,2,Graduate Student Internsh,0%,0%,0%,0%,0%,93%,7%,0%,0%,0%,0%,0%,"Johnson, Miranda",
,,,,,,,,,,,,,,,,Louise,
INT,8010,3,Graduate Student Internsh,0%,0%,0%,0%,0%,92%,8%,0%,0%,0%,0%,0%,"Johnson, Miranda",
,,,,,,,,,,,,,,,,Louise,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 123 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
IS,1010,4,CCA International Experien,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Wilson, Meredith",
,,,,,,,,,,,,,,,,Fant,
IS,1110,1,English as an Additional La,0%,0%,0%,0%,0%,83%,0%,17%,0%,0%,0%,0%,"Nagy, Sharon",
ITAL,1010,1,Elementary Italian,46%,46%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Schmidt, Julia",
ITAL,1010,2,Elementary Italian,57%,38%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Schmidt, Julia",
ITAL,1010,3,Elementary Italian,81%,14%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Risso, Roberto",
ITAL,1020,1,Elementary Italian,72%,20%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Schmidt, Julia",
ITAL,1020,2,Elementary Italian,57%,29%,0%,0%,14%,0%,0%,0%,0%,0%,0%,0%,"Schmidt, Julia",
ITAL,2010,1,Intermediate Italian,93%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Barattoni, Luca",
ITAL,2020,1,Intermediate Italian,90%,0%,7%,0%,0%,0%,0%,3%,0%,0%,0%,0%,"Risso, Roberto",
ITAL,4550,1,Italian Film,82%,12%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Barattoni, Luca",
JAPN,1010,1,Elementary Japanese,88%,8%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Saito, Kumiko",
JAPN,1010,2,Elementary Japanese,42%,29%,17%,0%,4%,0%,0%,8%,0%,0%,0%,0%,"Saito, Kumiko",
JAPN,1020,1,Elementary Japanese,31%,50%,13%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Saito, Satomi",
JAPN,2010,1,Intermed Japanese,41%,27%,23%,0%,0%,0%,0%,9%,0%,0%,0%,0%,"Saito, Satomi",
JAPN,2020,1,Intermed Japanese,38%,54%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Saito, Satomi",
JAPN,4060,1,Intro to Japanese Literatur,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Saito, Kumiko",
JUST,2050,1,Professional Development,68%,16%,11%,3%,1%,0%,0%,1%,0%,0%,0%,0%,"Britz, Margaret Tina",
JUST,2880,1,The Criminal Justice Syste,55%,30%,7%,4%,1%,0%,0%,3%,0%,0%,0%,0%,"Britz, Margaret Tina",
JUST,2890,2,Criminology,46%,25%,21%,7%,0%,0%,0%,0%,0%,0%,0%,0%,"Costello, Matthew",
,,,,,,,,,,,,,,,,John,
JUST,2890,3,Criminology,64%,33%,2%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Torres Ayala, Jose",
,,,,,,,,,,,,,,,,Alexis,
JUST,3280,1,Criminal Courts,53%,20%,20%,6%,0%,0%,0%,0%,0%,0%,0%,0%,"Hester, Rhys A",
JUST,3840,1,Sexual Assault & Partner Vi,86%,5%,0%,5%,5%,0%,0%,0%,0%,0%,0%,0%,"Kettrey, Heather H",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 124 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
JUST,4150,1,Homeland Security/Intellig,96%,0%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Burton, Catherine",
,,,,,,,,,,,,,,,,Elizabeth,
JUST,4680,1,Criminal Evidence,51%,27%,10%,2%,5%,0%,0%,3%,3%,0%,0%,0%,"Britz, Margaret Tina",
JUST,4860,1,CI in CJ: Gangsterism in Fil,68%,11%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Britz, Margaret Tina",
JUST,4910,1,Policing,76%,21%,0%,2%,0%,0%,0%,0%,2%,0%,0%,0%,"McLean, Kyle David",
JUST,4930,1,Corrections,77%,23%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Williams, Holly Verity",
JUST,4990,1,Criminal Investigations,61%,29%,2%,4%,0%,0%,0%,4%,0%,0%,0%,0%,"Brooks, Nathanael",
,,,,,,,,,,,,,,,,Gordon,
LAIB,1270,1,Intro to Lang & Int'l Busine,0%,0%,0%,0%,0%,91%,5%,2%,2%,0%,0%,0%,"Takeuchi, Jae Allegra",
,,,,,,,,,,,,,,,,Dibello,
LAIB,4000,2,Lang & Int'l Business Intern,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Touya, Eric R",
LAIB,4000,7,Lang & Int'l Business Intern,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Matuskova,",
,,,,,,,,,,,,,,,,Magdalena,
LANG,3000,1,Intro Linguistics,67%,25%,0%,0%,4%,0%,0%,4%,0%,0%,0%,0%,"Smith, Daniel J",
LANG,3100,1,East Asian Pop Culture,62%,14%,21%,0%,0%,0%,0%,0%,3%,0%,0%,0%,"Saito, Satomi",
LANG,3710,1,Language and Culture,8%,54%,15%,8%,0%,0%,0%,15%,0%,0%,0%,0%,"Zhang, Yanhua",
LANG,4990,1,Language Portfolio,0%,0%,0%,0%,0%,64%,0%,8%,28%,0%,0%,0%,"Chen, Su-I",
LARC,1150,1,Intro Landscape Architectu,90%,3%,2%,0%,2%,0%,0%,3%,0%,0%,0%,0%,"Powers, Matthew",
,,,,,,,,,,,,,,,,Neal,
LARC,1280,1,Technical Graphics,71%,18%,6%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Powers, Matthew",
,,,,,,,,,,,,,,,,Neal,
LARC,1280,2,Technical Graphics,65%,29%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,"Powers, Matthew",
,,,,,,,,,,,,,,,,Neal,
LARC,1280,3,Technical Graphics,33%,39%,22%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Powers, Matthew",
,,,,,,,,,,,,,,,,Neal,
LARC,1510,1,Basic Design I,76%,18%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Powers, Matthew",
,,,,,,,,,,,,,,,,Neal,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 125 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
LARC,1510,2,Basic Design I,71%,24%,0%,6%,0%,0%,0%,0%,0%,0%,0%,0%,"Powers, Matthew",
,,,,,,,,,,,,,,,,Neal,
LARC,1510,3,Basic Design I,39%,33%,22%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Powers, Matthew",
,,,,,,,,,,,,,,,,Neal,
LARC,2140,1,Plants in the Landscape,74%,13%,0%,9%,4%,0%,0%,0%,0%,0%,0%,0%,"Browning, Lara",
,,,,,,,,,,,,,,,,Margaret Mutel,
LARC,2510,1,Larch Design Fund,91%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Nassar, Hala Fouad",
LARC,2510,2,Larch Design Fund,55%,36%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Nicolette, Matthew",
,,,,,,,,,,,,,,,,Lawrence,
LARC,2620,1,Design Implementation I,41%,50%,0%,9%,0%,0%,0%,0%,0%,0%,0%,0%,"Russell, Paul C",
LARC,3210,601,Landscape Architecture Se,40%,60%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Roldan, Miguel",
LARC,3510,1,Regional Design,64%,28%,4%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Browning, Lara",
,,,,,,,,,,,,,,,,Margaret Mutel,
LARC,3550,601,Off-Campus Studio,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Roldan, Miguel",
LARC,4530,1,Key Issues in Landscape Ar,92%,0%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,"Padua, Mary G",
LARC,4620,1,Design Implementation III,44%,44%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Nicolette, Matthew",
,,,,,,,,,,,,,,,,Lawrence,
LARC,4930,2,Professional Office Interns,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Powers, Matthew",
,,,,,,,,,,,,,,,,Neal,
LARC,8010,1,Landscape Arch Orientatio,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Russell, Paul C",
LARC,8140,1,Plants in the Landscape,75%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Browning, Lara",
,,,,,,,,,,,,,,,,Margaret Mutel,
LARC,8210,1,Research Methods,43%,43%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Nassar, Hala Fouad",
LARC,8230,1,Adv Community Design Stu,75%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Schurch, Thomas",
,,,,,,,,,,,,,,,,William,
LARC,8610,1,Design Implementation I,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Russell, Paul C",
LARC,8930,1,Internship in Landscape Ar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Russell, Paul C",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 126 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
LARC,8970,1,Sel Topics Sem in Landsc A,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Horton, Susannah",
,,,,,,,,,,,,,,,,Seay,
LATN,1010,1,Elementary Latin,55%,30%,10%,0%,0%,0%,0%,0%,5%,0%,0%,0%,"Tuite, Kenneth",
,,,,,,,,,,,,,,,,Michael,
LATN,2010,1,Intermediate Latin,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Tuite, Kenneth",
,,,,,,,,,,,,,,,,Michael,
LAW,3220,1,Legal Env of Bus,33%,32%,22%,7%,5%,0%,0%,0%,2%,0%,0%,0%,"Toussaint, Kenneth",
,,,,,,,,,,,,,,,,Scott,
LAW,3220,2,Legal Env of Bus,32%,35%,23%,6%,2%,0%,0%,2%,0%,0%,0%,0%,"Toussaint, Kenneth",
,,,,,,,,,,,,,,,,Scott,
LAW,3220,3,Legal Env of Bus,36%,34%,20%,7%,0%,0%,0%,3%,0%,0%,0%,0%,"Kisska-Schulze,",
,,,,,,,,,,,,,,,,Kathryn,
LAW,3220,4,Legal Env of Bus,43%,40%,10%,5%,0%,0%,0%,2%,0%,0%,0%,0%,"Kisska-Schulze,",
,,,,,,,,,,,,,,,,Kathryn,
LAW,3220,5,Legal Env of Bus,70%,25%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Edwards,",
,,,,,,,,,,,,,,,,Christopher Michael,
LAW,3220,6,Legal Env of Bus,72%,25%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Edwards,",
,,,,,,,,,,,,,,,,Christopher Michael,
LAW,3220,7,Legal Env of Bus,30%,48%,20%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Kisska-Schulze,",
,,,,,,,,,,,,,,,,Kathryn,
LAW,3220,8,Legal Env of Bus,49%,41%,7%,2%,0%,0%,0%,2%,0%,0%,0%,0%,"Bonney, Paul Robert",
LAW,3220,9,Legal Env of Bus,51%,37%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Bonney, Paul Robert",
LAW,3220,10,Legal Env of Bus,54%,37%,7%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Jahn, Judson R",
LAW,3220,11,Legal Env of Bus,70%,25%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Edwards, Frances L",
LAW,3220,12,Legal Env of Bus,78%,19%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Edwards, Frances L",
LAW,3220,104,Legal Env of Bus (HON),90%,5%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Kisska-Schulze,",H
,,,,,,,,,,,,,,,,Kathryn,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 127 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
LAW,3220,400,Legal Env of Bus,29%,43%,14%,9%,0%,0%,0%,5%,0%,0%,0%,0%,"Ward-Vaughn,",
,,,,,,,,,,,,,,,,Virginia LS,
LAW,3220,401,Legal Env of Bus,25%,39%,22%,12%,0%,0%,0%,2%,0%,0%,0%,0%,"Ward-Vaughn,",
,,,,,,,,,,,,,,,,Virginia LS,
LAW,3220,402,Legal Env of Bus,33%,45%,19%,2%,0%,0%,0%,2%,0%,0%,0%,0%,"Ward-Vaughn,",
,,,,,,,,,,,,,,,,Virginia LS,
LAW,3220,403,Legal Env of Bus,19%,46%,24%,6%,2%,0%,0%,4%,0%,0%,0%,0%,"Ward-Vaughn,",
,,,,,,,,,,,,,,,,Virginia LS,
LAW,3330,1,Real Estate Law,19%,38%,38%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Toussaint, Kenneth",
,,,,,,,,,,,,,,,,Scott,
LAW,3330,2,Real Estate Law,34%,42%,21%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Toussaint, Kenneth",
,,,,,,,,,,,,,,,,Scott,
LAW,4050,1,Construction Law,71%,26%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Edwards, Frances L",
LIH,1270,1,Introduction to L&IH,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Peebles, Kelly Digby",
LIH,3990,1,Internship Abroad Prep Se,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Sherry, Julia Caroline",
LIH,4990,1,Lang & Int'l Hlth Capstone,0%,0%,0%,0%,0%,80%,0%,20%,0%,0%,0%,0%,"Peebles, Kelly Digby",
LS,1000,2,Therapeutic Yoga,87%,4%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,"Amin, Ranjanbala",
,,,,,,,,,,,,,,,,Dilipkumar,
LS,1000,3,Therapeutic Yoga,75%,13%,4%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Gahan, Renee",
,,,,,,,,,,,,,,,,Warren,
LS,1000,5,Introduction to Barre,89%,5%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Moreno, Diane F",
LS,1000,7,Fitness Leadership,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Longaker, Anna Dail",
LS,1000,11,Intro to Salsa Dance,89%,0%,0%,0%,5%,0%,0%,5%,0%,0%,0%,0%,"Baxter, Malik Lewis",
,,,,,,,,,,,,,,,,Camear,
LS,1000,14,Introduction to Barre,83%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,"Moreno, Diane F",
LS,1000,20,Intro to Volleyball,80%,5%,0%,0%,0%,0%,0%,15%,0%,0%,0%,0%,"Bardusk, Kelly Lynn",
LS,1000,28,Stand-up Paddleboarding,79%,21%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Williams, Taylor",
,,,,,,,,,,,,,,,,Lollar,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 128 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
LS,1000,29,Stand-up Paddleboarding,62%,8%,0%,0%,0%,0%,0%,31%,0%,0%,0%,0%,"Wrenn, Cara Jill",
LS,1000,31,Paddle Board Yoga,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wrenn, Cara Jill",
LS,1000,33,Scuba II,71%,0%,0%,0%,7%,0%,0%,0%,21%,0%,0%,0%,"Kleiss, Michael",
,,,,,,,,,,,,,,,,Carlos Barrios,
LS,1010,1,Challenge Rec Activities,98%,0%,0%,0%,1%,0%,0%,1%,0%,0%,0%,0%,"Bernabe, Gillian",
LS,1330,2,Women's Shotgun,92%,0%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Cato, Megan",
,,,,,,,,,,,,,,,,Elizabeth,
LS,1350,1,Women's Riflery,90%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Cox, Hubert L",
LS,1410,1,Top Rope Climbing,67%,20%,0%,7%,0%,0%,0%,7%,0%,0%,0%,0%,"Caldwell, Thomas P",
LS,1410,2,Top Rope Climbing,93%,0%,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,"Caldwell, Thomas P",
LS,1410,3,Top Rope Climbing,93%,0%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Caldwell, Thomas P",
LS,1410,4,Top Rope Climbing,80%,0%,0%,0%,7%,0%,0%,13%,0%,0%,0%,0%,"Caldwell, Thomas P",
LS,1410,5,Top Rope Climbing,88%,6%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Caldwell, Thomas P",
LS,1560,2,Riflery,92%,0%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,"Cox, Hubert L",
LS,1560,3,Riflery,92%,0%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,"Cox, Hubert L",
LS,1560,4,Riflery,92%,0%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,"Cox, Hubert L",
LS,1560,5,Riflery,90%,0%,0%,0%,10%,0%,0%,0%,0%,0%,0%,0%,"Cox, Hubert L",
LS,1560,7,Riflery,91%,0%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,"Cirocco, Dominic E",
LS,1560,8,Riflery,91%,0%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,"Cox, Hubert L",
LS,1560,14,Riflery,82%,0%,0%,0%,0%,0%,0%,18%,0%,0%,0%,0%,"Cirocco, Dominic E",
LS,1560,15,Riflery,91%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cirocco, Dominic E",
LS,1560,16,Riflery,82%,0%,0%,0%,0%,0%,0%,18%,0%,0%,0%,0%,"Cirocco, Dominic E",
LS,1570,2,Shotgun Sports,92%,0%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"McFerron, Garrett",
,,,,,,,,,,,,,,,,Jackson,
LS,1570,3,Shotgun Sports,83%,8%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Cato, Megan",
,,,,,,,,,,,,,,,,Elizabeth,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 129 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
LS,1570,5,Shotgun Sports,91%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Mahoney, William",
,,,,,,,,,,,,,,,,Crosby,
LS,1570,7,Shotgun Sports,91%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"McFerron, Garrett",
,,,,,,,,,,,,,,,,Jackson,
LS,1570,8,Shotgun Sports,60%,40%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Henry, Catherine",
,,,,,,,,,,,,,,,,Audrey,
LS,1570,9,Shotgun Sports,92%,0%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Henry, Catherine",
,,,,,,,,,,,,,,,,Audrey,
LS,1570,10,Shotgun Sports,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"McFerron, Garrett",
,,,,,,,,,,,,,,,,Jackson,
LS,1580,2,Archery,91%,0%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,"Newell, David Joseph",
LS,1580,5,Archery,67%,11%,0%,0%,11%,0%,0%,11%,0%,0%,0%,0%,"Newell, David Joseph",
LS,1590,1,Hunting Traditions,85%,0%,8%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Willey, Richard D",
LS,1640,1,Whitewater Kayaking,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wrenn, Cara Jill",
LS,1650,1,Inland Kayak Touring,92%,0%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Dawes, Mackenzie",
,,,,,,,,,,,,,,,,Marie,
LS,1750,1,Fly Fishing,94%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Harvell, James",
,,,,,,,,,,,,,,,,Michael,
LS,1750,2,Fly Fishing,91%,0%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,"Watts, Michael M",
LS,1790,1,Scuba I,94%,0%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Bradley, Robert W",
LS,1850,2,Bowling,97%,0%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Carter, Madison",
,,,,,,,,,,,,,,,,Workman,
LS,1850,3,Bowling,93%,3%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Carter, Madison",
,,,,,,,,,,,,,,,,Workman,
LS,1850,5,Bowling,93%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Carter, Madison",
,,,,,,,,,,,,,,,,Workman,
LS,1850,7,Bowling,93%,3%,0%,0%,0%,0%,0%,3%,0%,0%,0%,0%,"Carter, Madison",
,,,,,,,,,,,,,,,,Workman,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Thursday, January 5, 2023",,,,,,,,,,,,,,,,Page 130 of 204,
Grades Report for 202208,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
LS,1850,8,Bowling,86%,3%,0%,0%,3%,0%,0%,7%,0%,0%,0%,0%,"Cato, Megan",
,,,,,,,,,,,,,,,,Elizabeth,
LS,1850,9,Bowling,97%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cato, Megan",
,,,,,,,,,,,,,,,,Elizabeth,
LS,1870,2,Frisbee Sports,80%,13%,0%,0%,0%,0%,0%,7%,0%,0%,0%,0%,"Stephan, Johnathan",
,,,,,,,,,,,,,,,,Brock,
LS,1960,1,Intro to Billiards,71%,21%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Thomson, Dustin Ian",
LS,1980,2,Golf,91%,0%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,"Womble, Wesley",
,,,,,,,,,,,,,,,,Scott,
LS,1980,8,Golf,95%,0%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Womble, Wesley",
,,,,,,,,,,,,,,,,Scott,
LS,1990,2,Intermediate Golf,96%,0%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Womble, Wesley",
,,,,,,,,,,,,,,,,Scott,
LS,2180,1,Ballroom Dance,94%,0%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Adams, Dennis Ray",
LS,2200,5,Shag,90%,5%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Hoke, Paul E",
LS,2200,6,Shag,92%,0%,4%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Hoke, Paul E",
LS,2270,1,Intro to Swing Dance,93%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hoke, Paul E",
LS,2270,2,Intro to Swing Dance,83%,13%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Hoke, Paul E",
LS,2270,4,Intro to Swing Dance,91%,0%,0%,0%,0%,0%,0%,9%,0%,0%,0%,0%,"Hoke, Paul E",
LS,2320,1,Core Training,65%,29%,0%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Moreno, Diane F",
LS,2320,2,Core Training,86%,9%,0%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Moreno, Diane F",
LS,2320,3,Core Training,90%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,0%,"Moreno, Diane F",
LS,2320,5,Core Training,96%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Moreno, Diane F",
LS,2350,1,Basic Yoga,88%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Gahan, Renee",
,,,,,,,,,,,,,,,,Warren,
