Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
FIN,3080,3,Fin Inst & Mkts,28%,38%,18%,8%,3%,0%,0%,5%,0%,0%,0%,0%,"Nam, Yoon Soo",
FIN,3080,4,Fin Inst & Mkts,42%,29%,26%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Nam, Yoon Soo",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 75 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
FIN,3080,401,Fin Inst & Mkts,47%,26%,21%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Greene, Daniel",
,,,,,,,,,,,,,,,,Thomas,
FIN,3080,402,Fin Inst & Mkts,41%,39%,15%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Greene, Daniel",
,,,,,,,,,,,,,,,,Thomas,
FIN,3110,2,Financial Management I,17%,25%,40%,6%,2%,0%,0%,10%,0%,0%,0%,0%,"Xu, Weike",
FIN,3110,3,Financial Management I,12%,31%,31%,16%,8%,0%,0%,0%,2%,0%,0%,0%,"Amirtash, Atoosa",
FIN,3110,4,Financial Management I,17%,38%,29%,14%,2%,0%,0%,0%,0%,0%,0%,0%,"Amirtash, Atoosa",
FIN,3110,5,Financial Management I,19%,15%,19%,17%,15%,0%,0%,15%,0%,0%,0%,0%,"Wolf, Jack G.",
FIN,3110,6,Financial Management I,20%,43%,24%,6%,6%,0%,0%,2%,0%,0%,0%,0%,"Amirtash, Atoosa",
FIN,3110,7,Financial Management I,60%,28%,10%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Campbell, William",
,,,,,,,,,,,,,,,,Douglas,
FIN,3110,8,Financial Management I,50%,40%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Campbell, William",
,,,,,,,,,,,,,,,,Douglas,
FIN,3110,9,Financial Management I,26%,45%,23%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Xu, Weike",
FIN,3110,101,Financial Management I (H,69%,23%,0%,8%,0%,0%,0%,0%,0%,0%,0%,0%,"Wolf, Jack G.",H
FIN,3120,1,Financial Management II,19%,23%,39%,6%,13%,0%,0%,0%,0%,0%,0%,0%,"Dayani, Arash",
FIN,3120,2,Financial Management II,19%,47%,23%,2%,4%,0%,0%,4%,0%,0%,0%,0%,"Dayani, Arash",
FIN,3120,3,Financial Management II,23%,31%,31%,8%,2%,0%,0%,4%,0%,0%,0%,0%,"Samdani, Taufique",
FIN,3120,4,Financial Management II,26%,41%,26%,2%,2%,0%,0%,2%,0%,0%,0%,0%,"Xu, Weike",
FIN,3120,6,Financial Management II,60%,20%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Rieger, James R",
FIN,3120,7,Financial Management II,43%,30%,28%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Rieger, James R",
FIN,3120,101,Financial Management II (,63%,32%,0%,5%,0%,0%,0%,0%,0%,0%,0%,0%,"Dayani, Arash",H
FIN,4010,1,Corporate Financial Analysi,17%,57%,20%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Lockhart, George",
,,,,,,,,,,,,,,,,Brandon,
FIN,4020,1,Corporate Valuation,24%,38%,29%,9%,0%,0%,0%,0%,0%,0%,0%,0%,"Morgan, Angela G.",
FIN,4030,1,Spreadsheet Apps in Finan,38%,30%,25%,8%,0%,0%,0%,0%,0%,0%,0%,0%,"Intintoli, Vincent",
,,,,,,,,,,,,,,,,James,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 76 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
FIN,4030,2,Spreadsheet Apps in Finan,30%,22%,41%,4%,0%,0%,0%,4%,0%,0%,0%,0%,"Intintoli, Vincent",
,,,,,,,,,,,,,,,,James,
FIN,4040,1,Financial Modeling,10%,50%,33%,7%,0%,0%,0%,0%,0%,0%,0%,0%,"Wolf, Jack G.",
FIN,4040,101,Financial Modeling (HON),38%,50%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wolf, Jack G.",H
FIN,4050,1,Portfolio Management & T,5%,27%,51%,16%,0%,0%,0%,0%,0%,0%,0%,0%,"Alexander, John C",
FIN,4050,2,Portfolio Management & T,8%,32%,29%,24%,0%,0%,0%,8%,0%,0%,0%,0%,"Alexander, John C",
FIN,4080,1,Mgt of Fin Inst,15%,70%,13%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Chernykh, Lyudmila A",
FIN,4110,1,Int Fin Mgt,19%,45%,33%,0%,0%,0%,0%,0%,2%,0%,0%,0%,"DeVault, Luke Asher",
FIN,4110,2,Int Fin Mgt,22%,52%,22%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"DeVault, Luke Asher",
FIN,4160,1,Real Estate Val,15%,50%,32%,2%,0%,0%,0%,2%,0%,0%,0%,0%,"Blackwood, Bryan T",
FIN,4170,1,Real Estate Finance,42%,47%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Shen, Lily Anna",
FIN,4980,3,CI in Finance: Bloomberg,67%,0%,0%,0%,0%,0%,0%,0%,33%,0%,0%,0%,"Alexander, John C",
FNPS,2140,1,Food Resources and Societ,78%,15%,2%,3%,0%,0%,0%,2%,0%,0%,0%,0%,"Dawson, Paul L",
FNPS,3680,1,Packaging and Society,20%,30%,27%,11%,2%,0%,0%,9%,0%,0%,0%,0%,"Batt, Heather P",
FNR,4700,43,Hellbender Ecology,80%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,"Jachowski, Catherine",
,,,,,,,,,,,,,,,,Michelle Bodinof,
FNR,4700,53,CU / Montana Prairie Ecol,80%,0%,0%,0%,0%,0%,0%,20%,0%,0%,0%,0%,"Jachowski, David",
,,,,,,,,,,,,,,,,Scott,
FNR,4700,75,Wild Hog CI,82%,9%,9%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Yarrow, Greg K",
FNR,4700,700,Fish Ecology & Morphome,80%,10%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,"Bower, Luke M",
FNR,4990,1,Natural Resources Seminar,91%,5%,5%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Petty, Jeffrey Todd",
FNR,4990,3,Natural Resources Seminar,82%,6%,6%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Hernandez-Rubio,",
,,,,,,,,,,,,,,,,Lauren Amanda,
FNR,8080,4,Graduate Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Hagan, Althea",
,,,,,,,,,,,,,,,,Simone Hotaling,
FOR,1010,1,Intro to Forestry,42%,25%,17%,8%,8%,0%,0%,0%,0%,0%,0%,0%,"Peairs, Stephen E",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 77 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
FOR,2060,1,Forestry Ecology,36%,42%,18%,2%,1%,0%,0%,1%,0%,0%,0%,0%,"Hagan, Donald L",
FOR,3080,1,Remote Sensing in Forestr,56%,38%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Timilsina, Nilesh",
FOR,4060,1,Forested Watershed Mgmt,77%,16%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hernandez-Rubio,",
,,,,,,,,,,,,,,,,Lauren Amanda,
FOR,4080,1,Wood and Paper Products,85%,7%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hiesl, Patrick",
FOR,4250,1,Forest Resource Mgt Plans,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Khanal, Puskar",
FOR,4340,1,GIS for Natural Resources,49%,31%,8%,8%,0%,0%,0%,5%,0%,0%,0%,0%,"Baldwin, Robert Fritz",
FOR,4650,1,Silviculture,15%,55%,30%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wang, Gaofeng G",
FOR,6340,5,GIS for Natural Resources,82%,18%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Langlois, Lillie",
,,,,,,,,,,,,,,,,Amanda,
FOR,8220,1,Invasion Ecology,84%,16%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hartshorn, Jessica",
,,,,,,,,,,,,,,,,Ann,
FOR,8220,2,Invasion Ecology,43%,43%,0%,0%,0%,0%,0%,0%,14%,0%,0%,0%,"Hartshorn, Jessica",
,,,,,,,,,,,,,,,,Ann,
FR,1010,1,Elementary French,79%,4%,8%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"Sawyer, Amy Lyn",
,,,,,,,,,,,,,,,,Griffin,
FR,1010,2,Elementary French,61%,22%,4%,13%,0%,0%,0%,0%,0%,0%,0%,0%,"Sawyer, Amy Lyn",
,,,,,,,,,,,,,,,,Griffin,
FR,1020,1,Elementary French,88%,4%,4%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Sawyer, Amy Lyn",
,,,,,,,,,,,,,,,,Griffin,
FR,1020,2,Elementary French,73%,23%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Sawyer, Amy Lyn",
,,,,,,,,,,,,,,,,Griffin,
FR,2010,2,Intermediate French,58%,11%,16%,5%,0%,0%,0%,11%,0%,0%,0%,0%,"Salces Y Nedeo,",
,,,,,,,,,,,,,,,,Anne Carole,
FR,2010,3,Intermediate French,40%,24%,12%,20%,4%,0%,0%,0%,0%,0%,0%,0%,"Salces Y Nedeo,",
,,,,,,,,,,,,,,,,Anne Carole,
FR,2020,2,Intermediate French,57%,29%,14%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Widgren, Kenneth",
,,,,,,,,,,,,,,,,David,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 78 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
FR,2020,3,Intermediate French,50%,33%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"De Tholozany,",
,,,,,,,,,,,,,,,,Pauline,
FR,3040,1,French Short Story,76%,20%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Peebles, Kelly Digby",
FR,3050,2,Int Fr Con & Comp I,42%,42%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,"Widgren, Kenneth",
,,,,,,,,,,,,,,,,David,
FR,4160,1,French for Int'l Business II,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Touya, Eric R",
FR,4200,1,French Enlightenment,69%,23%,0%,0%,0%,0%,0%,8%,0%,0%,0%,0%,"De Tholozany,",
,,,,,,,,,,,,,,,,Pauline,
GC,1010,1,Orientation to G C,0%,0%,0%,0%,1%,96%,1%,2%,0%,0%,0%,0%,"Tonkin, Charles",
,,,,,,,,,,,,,,,,Edward,
GC,1020,1,Intro to Digital Graphics,73%,16%,10%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Bridges, Amanda",
,,,,,,,,,,,,,,,,Wells,
GC,1020,2,Intro to Digital Graphics,74%,15%,7%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Bridges, Amanda",
,,,,,,,,,,,,,,,,Wells,
GC,1040,1,Graphic Communications I,73%,20%,4%,3%,0%,0%,0%,0%,0%,0%,0%,0%,"Gilreath, Hanna",
,,,,,,,,,,,,,,,,Gibson,
GC,1050,2,App of Digital Graphics,78%,6%,11%,0%,0%,0%,0%,6%,0%,0%,0%,0%,"Bridges, Amanda",
,,,,,,,,,,,,,,,,Wells,
GC,2070,1,Graphic Communications II,77%,21%,3%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Blue, Carl Nelson",
GC,2400,1,Intro to Web Design and D,83%,8%,5%,3%,0%,0%,0%,3%,0%,0%,0%,0%,"Stevens, William D",
GC,3020,1,Package Printing Fundame,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Cox, Kern T",
GC,3400,1,Digital Imaging,42%,36%,19%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Walker, Erica Black",
GC,3450,1,Video Campaigns in the Di,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Williams, Charles",
,,,,,,,,,,,,,,,,Edward,
GC,3460,1,Ink and Substrates,83%,11%,3%,0%,3%,0%,0%,0%,0%,0%,0%,0%,"Chang, Shu",
GC,3500,2,G C Internship I,88%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Fox, Michelle Suki",
,,,,,,,,,,,,,,,,Bost,
GC,3610,1,Client Reputation Manage,90%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Herr, Jacqueline Reed",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 79 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
GC,3700,1,Survey of Brand Communi,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Hildebrand, Katelyn",
,,,,,,,,,,,,,,,,Mooney,
GC,3730,1,Media Management in Bra,69%,27%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Driggs, Jaclyn",
,,,,,,,,,,,,,,,,Kathleen,
GC,3760,1,Brand Comm Capstone Se,75%,25%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Connaughton, Brian T",
GC,3800,1,Junior Seminar in Graphic,67%,23%,8%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Tonkin, Charles",
,,,,,,,,,,,,,,,,Edward,
GC,4060,1,Package and Specialty Prin,91%,0%,3%,0%,3%,0%,0%,0%,3%,0%,0%,0%,"Woolbright, Nona L",
GC,4400,1,Commercial Printing,45%,41%,7%,3%,3%,0%,0%,0%,0%,0%,0%,0%,"Weisenmiller, Eric M.",
GC,4440,1,Current Dev/Trends in Gr C,47%,40%,12%,0%,0%,0%,0%,2%,0%,0%,0%,0%,"Weiss, Charles Tabor",
GC,4500,2,GC Internship II,83%,8%,0%,0%,0%,0%,0%,0%,8%,0%,0%,0%,"Fox, Michelle Suki",
,,,,,,,,,,,,,,,,Bost,
GC,4800,1,Senior Seminar in Graphic,75%,13%,5%,8%,0%,0%,0%,0%,0%,0%,0%,0%,"Tonkin, Charles",
,,,,,,,,,,,,,,,,Edward,
GC,4900,4,Digital Media Planning,78%,17%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Siegel-Mevorah,",
,,,,,,,,,,,,,,,,Audrey I,
GC,4900,7,Process Ctrl Color Producti,88%,12%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Seymour, John",
,,,,,,,,,,,,,,,,Charles,
GC,4900,8,Visual Design & Art Directi,82%,12%,0%,0%,0%,0%,0%,0%,6%,0%,0%,0%,"Godfrey, Jesse Alan",
GC,4900,23,Outreach and Recruitment,83%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Fox, Michelle Suki",
,,,,,,,,,,,,,,,,Bost,
GEN,3000,1,Fundamental Genetics,40%,32%,19%,7%,2%,0%,0%,0%,0%,0%,0%,0%,"Tsai, Kate Leanne",
,,,,,,,,,,,,,,,,Willingha,
GEN,3000,2,Fundamental Genetics,44%,26%,14%,8%,0%,0%,0%,7%,1%,0%,0%,0%,"Tsai, Kate Leanne",
,,,,,,,,,,,,,,,,Willingha,
GEN,3000,3,Fundamental Genetics,74%,20%,4%,0%,1%,0%,0%,1%,0%,0%,0%,0%,"Lyda, Todd A",
GEN,3020,1,Molecular & General Gene,35%,6%,47%,6%,6%,0%,0%,0%,0%,0%,0%,0%,"Mason, Jennifer May",
GEN,4200,1,Molecular Genetics & Gen,34%,52%,11%,2%,0%,0%,0%,0%,0%,0%,0%,0%,"Frugoli, Julia",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 80 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
GEN,4210,1,Mol Gen Gene Reg Lab,88%,6%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kanapeckas Metris,",
,,,,,,,,,,,,,,,,Kimberly Lynn,
GEN,4210,4,Mol Gen Gene Reg Lab,80%,20%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Kanapeckas Metris,",
,,,,,,,,,,,,,,,,Kimberly Lynn,
GEN,4400,1,Bioinformatics,69%,21%,10%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Wang, Liangjiang",
GEN,4700,1,Human Genetics,43%,26%,26%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Konkel, Miriam",
,,,,,,,,,,,,,,,,Kristine,
GEN,4930,1,Senior Seminar,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Liang, Haiying",
GEN,4930,3,Senior Seminar,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Liang, Haiying",
GEN,8070,2,Special Topics in Plant Gen,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Liang, Haiying",
GEN,8140,1,Advanced Genetics,38%,56%,6%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Luo, Hong",
GEN,8250,1,Seminar I,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Morris, Meredith",
,,,,,,,,,,,,,,,,Teilhet,
GEN,8250,2,Seminar I,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Morris, Meredith",
,,,,,,,,,,,,,,,,Teilhet,
GEN,8510,1,Seminar II,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Morris, Meredith",
,,,,,,,,,,,,,,,,Teilhet,
GEN,8900,5,Intro to Quantitative Gene,33%,67%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Morgante, Fabio",
GEN,8900,6,Intro to Quantitative Gene,50%,0%,50%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Morgante, Fabio",
GEN,8900,7,Adv Molecular Biology,67%,33%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Lackey, Lela Lynn",
GEOG,1010,1,Intro to Geography,47%,17%,27%,10%,0%,0%,0%,0%,0%,0%,0%,0%,"Smith, Christa A.",
GEOG,1030,1,World Regional Geography,30%,43%,19%,5%,3%,0%,0%,1%,0%,0%,0%,0%,"Terry, William Church",
GEOG,3020,1,Economic Geography,53%,40%,7%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Terry, William Church",
GEOL,1010,1,Physical Geology,39%,23%,21%,8%,8%,0%,0%,3%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1010,2,Physical Geology,48%,23%,18%,6%,3%,0%,0%,2%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1010,3,Physical Geology,51%,27%,16%,1%,3%,0%,0%,1%,0%,0%,0%,0%,"Fidler, Mary",
,,,,,,,,,,,,,,,,Katherine,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 81 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
GEOL,1010,4,Physical Geology,41%,34%,16%,4%,3%,0%,0%,1%,0%,0%,0%,0%,"Fidler, Mary",
,,,,,,,,,,,,,,,,Katherine,
GEOL,1030,1,Physical Geol Lab,46%,50%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,2,Physical Geol Lab,50%,38%,4%,4%,0%,0%,0%,4%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,3,Physical Geol Lab,65%,13%,13%,4%,4%,0%,0%,0%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,4,Physical Geol Lab,67%,17%,0%,0%,17%,0%,0%,0%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,5,Physical Geol Lab,83%,9%,0%,4%,4%,0%,0%,0%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,7,Physical Geol Lab,50%,25%,8%,4%,0%,0%,0%,13%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,8,Physical Geol Lab,79%,8%,4%,0%,4%,0%,0%,4%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,9,Physical Geol Lab,61%,26%,9%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,11,Physical Geol Lab,83%,13%,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,12,Physical Geol Lab,78%,13%,4%,0%,0%,0%,0%,4%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,13,Physical Geol Lab,50%,46%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,14,Physical Geol Lab,43%,48%,4%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,17,Physical Geol Lab,42%,33%,8%,8%,0%,0%,0%,8%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,18,Physical Geol Lab,58%,38%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,19,Physical Geol Lab,54%,25%,8%,4%,4%,0%,0%,4%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1120,1,Earth Resources,49%,30%,12%,5%,0%,0%,0%,2%,1%,0%,0%,0%,"Scribner, Emily Don",
GEOL,1140,1,Earth Resources Lab,56%,37%,5%,1%,0%,0%,0%,1%,0%,0%,0%,0%,"Scribner, Emily Don",
GEOL,1200,1,Natural Hazards,75%,20%,4%,0%,0%,0%,0%,0%,1%,0%,0%,0%,"Scribner, Emily Don",
GEOL,1200,2,Natural Hazards,68%,26%,4%,0%,1%,0%,0%,0%,0%,0%,0%,0%,"Scribner, Emily Don",
GEOL,2020,1,Earth History,21%,37%,32%,5%,5%,0%,0%,0%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,2700,1,Sustainable Water,87%,9%,0%,0%,4%,0%,0%,0%,0%,0%,0%,0%,"Lazar, Kelly Best",
GEOL,3160,1,Igneous & Metamorphic P,53%,37%,5%,0%,0%,0%,0%,5%,0%,0%,0%,0%,"Fidler, Mary",
,,,,,,,,,,,,,,,,Katherine,
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,,,,
"Wednesday, July 5, 2023",,,,,,,,,,,,,,,,Page 82 of 151,
Grades Report for 202301,,,,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,SCP,SCN,SCD,Instructor,Honor
GEOL,4050,1,Surficial Geology,53%,47%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Pullen, Alexander",
,,,,,,,,,,,,,,,,Thomas,
GEOL,4210,1,GIS Applications in Geolog,75%,17%,0%,0%,8%,0%,0%,0%,0%,0%,0%,0%,"Brame, Scott E",
GEOL,4920,1,Resrch Synthesis II,83%,8%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,6210,1,GIS Applications in Geolog,83%,0%,0%,0%,0%,0%,0%,17%,0%,0%,0%,0%,"Brame, Scott E",
GEOL,8170,1,Applied Process Simulation,78%,0%,0%,0%,0%,0%,0%,11%,11%,0%,0%,0%,"Murdoch, Lawrence C",
GER,1010,2,Elementary German,47%,27%,13%,0%,7%,0%,0%,7%,0%,0%,0%,0%,"Ferrell, J Lee",
GER,1020,1,Elementary German,68%,16%,12%,4%,0%,0%,0%,0%,0%,0%,0%,0%,"King, Oswald Harris",
GER,2010,1,Intermediate German,56%,28%,17%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Stoicea, Gabriela",
GER,2020,1,Intermediate German,16%,47%,32%,0%,0%,0%,0%,0%,5%,0%,0%,0%,"Schmidt, Johannes",
GER,2600,1,Kafka,83%,13%,0%,0%,0%,0%,0%,0%,4%,0%,0%,0%,"Schmidt, Johannes",
GER,2600,2,Brecht in Translation,96%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"King, Oswald Harris",
GER,2600,3,Brecht in Translation,96%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"King, Oswald Harris",
GRAD,7990,1,Comprehensive Study,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Croom, Natasha N",
HCC,6400,1,Measurement & Eval HCC,44%,33%,0%,0%,11%,0%,0%,11%,0%,0%,0%,0%,"Knijnenburg, Bart",
HCC,8500,2,Science of Teamwork & Te,52%,44%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"McNeese, Nathaniel J",
HCC,8510,3,Computing/Online Relatio,92%,8%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Freeman, Guo",
HCC,9500,1,HatLab Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"Knijnenburg, Bart",
HCC,9910,8,Doctoral Dissertation Rese,0%,0%,0%,0%,0%,100%,0%,0%,0%,0%,0%,0%,"McNeese, Nathaniel J",
HCG,9050,400,"Genomics, Ethics & Hlth Po",38%,63%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,"Boccuto, Luigi",
HIST,1010,1,History of the U.S. to 1877,21%,43%,28%,4%,1%,0%,0%,3%,0%,0%,0%,0%,"Jeffries, James",
