Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ENGR,2100,505,CAD & Engineering Applications,53%,32%,5%,3%,3%,0%,0%,5%,0%,"Yasmin, Nighat",
ENGR,2100,506,CAD & Engineering Applications,63%,15%,13%,0%,10%,0%,0%,0%,0%,"Yasmin, Nighat",
ENGR,2100,507,CAD & Engineering Applications,53%,25%,10%,3%,3%,0%,0%,8%,0%,"Martin, William D",
ENR,1010,2,Intro to Envir & Natur Res I,78%,10%,5%,2%,3%,0%,0%,3%,0%,"Barrett, Russell K",
ENR,1010,3,Intro to Envir & Natur Res I,72%,13%,6%,6%,0%,0%,0%,3%,0%,"Barrett, Russell K",
ENR,4290,1,Environ Law & Policy,81%,13%,4%,0%,0%,0%,0%,2%,0%,"Johnson, Alan R.",
ENR,4290,2,Environ Law & Policy,80%,16%,4%,0%,0%,0%,0%,0%,0%,"Johnson, Alan R.",
ENSP,2000,1,Intro Environ Sci,67%,28%,2%,2%,0%,0%,0%,0%,0%,"Brame, Scott E",
ENSP,2000,2,Intro Environ Sci,77%,20%,3%,0%,0%,0%,0%,0%,0%,"Nammouz, Minory",
ENSP,2000,3,Intro Environ Sci,75%,14%,9%,2%,0%,0%,0%,0%,0%,"Nammouz, Minory",
ENSP,2000,4,Intro Environ Sci,83%,14%,2%,2%,0%,0%,0%,0%,0%,"Carraway, Elizabeth R.",
ENSP,2000,5,Intro Environ Sci,53%,38%,4%,2%,0%,0%,0%,2%,0%,"Owino, Tom O.",
ENSP,2000,7,Intro Environ Sci,87%,10%,2%,2%,0%,0%,0%,0%,0%,"Nammouz, Minory",
ENSP,4000,1,Studies in Environmental Sci,55%,9%,9%,0%,9%,0%,0%,18%,0%,"Thompson, Margaret Louise",
ENT,3010,1,Insect Biology and Diversity,41%,21%,17%,17%,0%,0%,0%,0%,3%,"Ferro, Michael L",
ENTR,1010,3,Entrepreneurial Mindset,85%,7%,4%,2%,3%,0%,0%,0%,0%,"Klein, Matthew Charles",
ENTR,2010,4,Sports Entrepreneurship,85%,10%,0%,0%,3%,0%,0%,3%,0%,"Klein, Matthew Charles",
ESED,3990,4,Creative Inq Engr & Sci Ed III,93%,0%,0%,0%,0%,0%,0%,7%,0%,"Boyer, David Matthew",
ESED,8200,5,Teaching Undergrad Engineering,83%,8%,8%,0%,0%,0%,0%,0%,0%,"Benson, Lisa C",
ESED,8400,1,DEI Research in STEM Education,43%,43%,0%,0%,0%,0%,0%,14%,0%,"Voigt, Matthew Kirby",
ESED,8710,1,"Res Methods Engr, Sci, Math Ed",80%,20%,0%,0%,0%,0%,0%,0%,0%,"Gallagher, Eliza Dargan",
ESED,9910,5,Dissertation Rsrch and Writing,0%,0%,0%,0%,0%,100%,0%,0%,0%,"High, Karen Ann",
ETOX,4300,1,Toxicology,42%,35%,16%,3%,0%,0%,0%,3%,0%,"Bain, Lisa J",
ETOX,4300,2,Toxicology,27%,45%,0%,9%,0%,0%,0%,18%,0%,"Bain, Lisa J",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 66 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
ETOX,6300,1,Toxicology,63%,13%,13%,0%,0%,0%,0%,13%,0%,"Bain, Lisa J",
ETOX,8610,1,Departmental Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Van den Hurk, Peter",
FDSC,1010,1,Intro to Food Sci & Hum Nutr,38%,36%,23%,0%,1%,0%,0%,2%,0%,"Hegler, Carol M",
FDSC,3060,1,Institutional Food Service Mgt,88%,8%,4%,0%,0%,0%,0%,0%,0%,"Corbett, Bridgit Denise",
FDSC,4010,1,Food Chemistry I,61%,33%,6%,0%,0%,0%,0%,0%,0%,"Chen, Feng",
FDSC,4040,1,Food Prsv & Process,79%,14%,7%,0%,0%,0%,0%,0%,0%,"Pometto, Anthony Louis",
FDSC,4200,4,Selected Topics,92%,8%,0%,0%,0%,0%,0%,0%,0%,"Hegler, Carol M",
FDSC,6040,1,Food Prsv & Process,86%,14%,0%,0%,0%,0%,0%,0%,0%,"Pometto, Anthony Louis",
FIN,2010,1,Intro to Personal Finance I,95%,5%,0%,0%,0%,0%,0%,0%,0%,"Ross, Lorenza D",
FIN,2010,2,Intro to Personal Finance I,93%,5%,0%,0%,0%,0%,0%,3%,0%,"Ross, Lorenza D",
FIN,2010,3,Intro to Personal Finance I,92%,0%,3%,0%,0%,0%,0%,5%,0%,"Ross, Lorenza D",
FIN,3040,1,Risk & Insurance,31%,50%,15%,2%,2%,0%,0%,0%,0%,"McMillan, Kerri D",
FIN,3050,1,Investment Analysis,13%,28%,45%,9%,4%,0%,0%,2%,0%,"McMillan, Kerri D",
FIN,3050,2,Investment Analysis,17%,32%,30%,15%,4%,0%,0%,2%,0%,"McMillan, Kerri D",
FIN,3050,3,Investment Analysis,23%,36%,30%,4%,0%,0%,0%,6%,0%,"McMillan, Kerri D",
FIN,3050,4,Investment Analysis,14%,51%,24%,6%,4%,0%,0%,0%,0%,"Campbell, William Douglas",
FIN,3050,5,Investment Analysis,25%,46%,19%,4%,2%,0%,0%,2%,2%,"Campbell, William Douglas",
FIN,3050,6,Investment Analysis,25%,35%,27%,8%,2%,0%,0%,2%,0%,"Lu, Yueliang",
FIN,3060,1,Corporation Finance,13%,25%,29%,19%,6%,0%,0%,8%,0%,"Franklin, Ramon Tolbert",
FIN,3060,2,Corporation Finance,18%,18%,31%,18%,2%,0%,0%,12%,0%,"Franklin, Ramon Tolbert",
FIN,3060,4,Corporation Finance,19%,30%,33%,11%,4%,0%,0%,4%,0%,"Rieger, James R",
FIN,3060,7,Corporation Finance,23%,25%,27%,13%,8%,0%,0%,4%,0%,"Amirtash, Atoosa",
FIN,3060,8,Corporation Finance,17%,23%,25%,17%,13%,0%,0%,6%,0%,"Amirtash, Atoosa",
FIN,3060,401,Corporation Finance,15%,53%,27%,3%,0%,0%,0%,1%,0%,"Godbey, Jonathan M",
FIN,3060,402,Corporation Finance,16%,30%,20%,14%,14%,0%,0%,4%,2%,"Samdani, Taufique",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 67 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
FIN,3060,403,Corporation Finance,27%,41%,27%,3%,0%,0%,0%,3%,0%,"Godbey, Jonathan M",
FIN,3060,404,Corporation Finance,15%,23%,28%,15%,11%,0%,0%,8%,0%,"Samdani, Taufique",
FIN,3070,2,Prin of Real Estate,44%,50%,6%,0%,0%,0%,0%,0%,0%,"Chen, Lili",
FIN,3070,3,Prin of Real Estate,29%,60%,6%,2%,2%,0%,0%,0%,0%,"Chen, Lili",
FIN,3070,4,Prin of Real Estate,15%,48%,25%,4%,0%,0%,0%,8%,0%,"Lu, Yueliang",
FIN,3070,5,Prin of Real Estate,28%,64%,8%,0%,0%,0%,0%,0%,0%,"Chen, Lili",
FIN,3070,6,Prin of Real Estate,35%,49%,16%,0%,0%,0%,0%,0%,0%,"Chen, Lili",
FIN,3070,7,Prin of Real Estate,15%,28%,50%,7%,0%,0%,0%,0%,0%,"Lu, Yueliang",
FIN,3080,1,Fin Inst & Mkts,26%,26%,18%,15%,8%,0%,0%,8%,0%,"Nam, Yoon Soo",
FIN,3080,2,Fin Inst & Mkts,28%,25%,25%,13%,5%,0%,0%,5%,0%,"Nam, Yoon Soo",
FIN,3080,3,Fin Inst & Mkts,26%,50%,23%,0%,0%,0%,0%,1%,0%,"Chernykh, Lyudmila A",
FIN,3080,4,Fin Inst & Mkts,19%,23%,42%,13%,3%,0%,0%,0%,0%,"Smythe, Thomas Ira",
FIN,3080,6,Fin Inst & Mkts,18%,37%,37%,0%,5%,0%,0%,3%,0%,"Smythe, Thomas Ira",
FIN,3110,1,Financial Management I,4%,15%,27%,8%,35%,0%,0%,12%,0%,"Wolf, Jack G.",
FIN,3110,2,Financial Management I,18%,16%,24%,18%,13%,0%,0%,11%,0%,"Wolf, Jack G.",
FIN,3110,3,Financial Management I,10%,33%,20%,8%,18%,0%,0%,12%,0%,"Smythe, Thomas Ira",
FIN,3110,4,Financial Management I,44%,23%,13%,6%,4%,0%,0%,10%,0%,"Campbell, William Douglas",
FIN,3110,5,Financial Management I,18%,21%,21%,15%,15%,0%,0%,12%,0%,"Smythe, Thomas Ira",
FIN,3110,6,Financial Management I,10%,27%,40%,15%,6%,0%,0%,2%,0%,"Amirtash, Atoosa",
FIN,3110,7,Financial Management I,23%,37%,33%,3%,3%,0%,0%,0%,0%,"Amirtash, Atoosa",
FIN,3110,8,Financial Management I,30%,28%,24%,2%,9%,0%,0%,7%,0%,"Campbell, William Douglas",
FIN,3110,101,Financial Management I (HON),62%,38%,0%,0%,0%,0%,0%,0%,0%,"Wolf, Jack G.",H
FIN,3120,1,Financial Management II,20%,33%,28%,13%,0%,0%,0%,8%,0%,"Xu, Weike",
FIN,3120,2,Financial Management II,24%,47%,20%,2%,0%,0%,0%,6%,0%,"Xu, Weike",
FIN,3120,3,Financial Management II,6%,22%,39%,17%,6%,0%,0%,6%,6%,"Dayani, Arash",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 68 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
FIN,3120,4,Financial Management II,16%,29%,29%,14%,12%,0%,0%,0%,0%,"Dayani, Arash",
FIN,3120,5,Financial Management II,25%,53%,17%,3%,3%,0%,0%,0%,0%,"Samdani, Taufique",
FIN,3120,6,Financial Management II,11%,49%,34%,4%,0%,0%,0%,2%,0%,"Rieger, James R",
FIN,3120,7,Financial Management II,7%,42%,35%,7%,2%,0%,0%,7%,0%,"Rieger, James R",
FIN,3120,9,Financial Management II,13%,32%,37%,11%,0%,0%,0%,8%,0%,"Rieger, James R",
FIN,3120,10,Financial Management II,19%,36%,32%,9%,2%,0%,0%,2%,0%,"Xu, Weike",
FIN,3120,103,Financial Mgt II (HON),42%,39%,10%,0%,3%,0%,0%,3%,3%,"Dayani, Arash",H
FIN,4010,1,Corporate Financial Analysis,13%,31%,38%,10%,8%,0%,0%,0%,0%,"Lockhart, George Brandon",
FIN,4010,2,Corporate Financial Analysis,21%,37%,26%,3%,5%,0%,0%,8%,0%,"Lockhart, George Brandon",
FIN,4020,1,Corporate Valuation,33%,35%,28%,3%,0%,0%,0%,3%,0%,"Morgan, Angela G.",
FIN,4020,101,Corporate Valuation (HON),72%,28%,0%,0%,0%,0%,0%,0%,0%,"Morgan, Angela G.",H
FIN,4030,1,Spreadsheet Apps in Finance,24%,32%,24%,10%,7%,0%,0%,2%,0%,"Intintoli, Vincent James",
FIN,4030,2,Spreadsheet Apps in Finance,22%,39%,22%,4%,9%,0%,0%,4%,0%,"Intintoli, Vincent James",
FIN,4050,1,Portfolio Management & Theory,12%,29%,29%,15%,10%,0%,0%,5%,0%,"Alexander, John C",
FIN,4050,2,Portfolio Management & Theory,7%,23%,43%,7%,10%,0%,0%,10%,0%,"Alexander, John C",
FIN,4060,1,Derivatives Analysis,20%,54%,23%,3%,0%,0%,0%,0%,0%,"Zykaj, Blerina",
FIN,4060,2,Derivatives Analysis,16%,39%,29%,11%,3%,0%,0%,3%,0%,"Zykaj, Blerina",
FIN,4060,101,Derivatives Analysis (HON),17%,67%,17%,0%,0%,0%,0%,0%,0%,"Zykaj, Blerina",H
FIN,4110,1,Int Fin Mgt,13%,54%,20%,4%,9%,0%,0%,0%,0%,"DeVault, Luke Asher",
FIN,4110,2,Int Fin Mgt,11%,47%,34%,6%,0%,0%,0%,2%,0%,"DeVault, Luke Asher",
FIN,4150,1,Real Estate Investmt,25%,71%,2%,0%,2%,0%,0%,0%,0%,"Worzala, Elaine M",
FIN,4150,2,Real Estate Investmt,68%,28%,2%,2%,0%,0%,0%,0%,0%,"Worzala, Elaine M",
FIN,4160,1,Real Estate Val,11%,32%,46%,5%,0%,0%,0%,3%,3%,"Franklin, Ramon Tolbert",
FIN,4980,2,CI in Finance: CFA,86%,14%,0%,0%,0%,0%,0%,0%,0%,"Wolf, Jack G.",
FIN,4980,4,CI in Finance: SIE,94%,0%,0%,0%,0%,0%,0%,6%,0%,"Campbell, William Douglas",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 69 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
FNPS,8510,1,"Food, Nutr & Pkg Sci Seminar",89%,11%,0%,0%,0%,0%,0%,0%,0%,"Jiang, Xiuping",
FNR,2040,1,Soil Information Systems,67%,27%,5%,2%,0%,0%,0%,0%,0%,"Mikhailova, Elena",
FNR,4700,30,Fish Biodiversity Challenge I,88%,0%,0%,0%,0%,0%,0%,13%,0%,"Peoples, Brandon Kevin",
FNR,4700,44,Alligator Diet & Microplastics,89%,0%,11%,0%,0%,0%,0%,0%,0%,"Anderson, James T",
FNR,4700,54,Carnivore Ecology,33%,33%,33%,0%,0%,0%,0%,0%,0%,"Jachowski, David Scott",
FNR,4700,61,Restoration Ecology CI,17%,50%,33%,0%,0%,0%,0%,0%,0%,"Hagan, Althea Simone Hotaling",
FNR,4700,75,Wild Hogs CI,73%,0%,27%,0%,0%,0%,0%,0%,0%,"Buchholtz, Erin Kathleen",
FNR,4700,500,Wetland community ecology,83%,0%,17%,0%,0%,0%,0%,0%,0%,"Barrett, Russell K",
FNR,4990,1,Natural Resources Seminar,65%,15%,5%,0%,5%,0%,0%,10%,0%,"Hernandez-Rubio, Lauren",
,,,,,,,,,,,,,Amanda,
FNR,8080,1,Graduate Seminar,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Hagan, Althea Simone Hotaling",
FOR,2050,1,Dendrology,36%,25%,20%,11%,2%,0%,0%,5%,0%,"Hagan, Donald L",
FOR,2050,2,Dendrology,36%,26%,17%,5%,5%,0%,0%,12%,0%,"Hagan, Donald L",
FOR,2050,3,Dendrology,20%,16%,30%,11%,14%,0%,0%,9%,0%,"Hagan, Donald L",
FOR,2210,2,Forest Biology,51%,24%,10%,6%,4%,0%,0%,5%,0%,"Hagan, Donald L",
FOR,3020,2,Forest Biometrics,19%,56%,25%,0%,0%,0%,0%,0%,0%,"Timilsina, Nilesh",
FOR,3040,1,Forest Resource Economics,95%,3%,3%,0%,0%,0%,0%,0%,0%,"Khanal, Puskar",
FOR,4150,1,Forest Wildlife Managment,33%,50%,17%,0%,0%,0%,0%,0%,0%,"Kidd-Weaver, Anjelika",
,,,,,,,,,,,,,Dominique,
FOR,4160,1,Forest Policy and Admin,86%,10%,4%,0%,0%,0%,0%,0%,0%,"Hanks, Richard Daniel",
FOR,4310,1,Recreation Res Plan in For Mgt,25%,65%,10%,0%,0%,0%,0%,0%,0%,"Gibbons, Seth M",
FOR,4340,1,GIS for Natural Resources,73%,18%,0%,2%,2%,0%,0%,4%,0%,"Post, Christopher J.",
FOR,8930,3,Trees of SouthEast US,80%,13%,0%,0%,0%,0%,0%,7%,0%,"Ritter, Brian A",
FR,1010,1,Elementary French,42%,32%,11%,5%,5%,0%,0%,5%,0%,"Sawyer, Amy Lyn Griffin",
FR,1010,2,Elementary French,78%,11%,6%,6%,0%,0%,0%,0%,0%,"Sawyer, Amy Lyn Griffin",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 70 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
FR,1010,3,Elementary French,74%,11%,5%,11%,0%,0%,0%,0%,0%,"Sawyer, Amy Lyn Griffin",
FR,1020,1,Elementary French,75%,19%,0%,0%,6%,0%,0%,0%,0%,"Sawyer, Amy Lyn Griffin",
FR,1020,2,Elementary French,14%,21%,29%,14%,7%,0%,0%,14%,0%,"Salces Y Nedeo, Anne Carole",
FR,1020,3,Elementary French,50%,22%,6%,11%,0%,0%,0%,11%,0%,"Salces Y Nedeo, Anne Carole",
FR,2010,1,Intermediate French,50%,30%,0%,10%,0%,0%,0%,10%,0%,"Salces Y Nedeo, Anne Carole",
FR,2010,2,Intermediate French,50%,13%,13%,13%,6%,0%,0%,6%,0%,"Salces Y Nedeo, Anne Carole",
FR,2010,3,Intermediate French,67%,33%,0%,0%,0%,0%,0%,0%,0%,"De Tholozany, Pauline",
FR,2020,1,Intermediate French,58%,17%,25%,0%,0%,0%,0%,0%,0%,"Widgren, Kenneth David",
FR,2020,2,Intermediate French,50%,28%,11%,0%,0%,0%,0%,11%,0%,"Widgren, Kenneth David",
FR,2020,3,Intermediate French,74%,26%,0%,0%,0%,0%,0%,0%,0%,"Peebles, Kelly Digby",
FR,3000,1,Survey of French Lit,60%,40%,0%,0%,0%,0%,0%,0%,0%,"De Tholozany, Pauline",
FR,3070,1,French Civilization,88%,13%,0%,0%,0%,0%,0%,0%,0%,"Widgren, Kenneth David",
FR,3160,1,French for Int'l Business I,77%,15%,0%,0%,0%,0%,0%,0%,8%,"Touya, Eric",
GBS,1000,1,Intro to Global Black Studies,93%,7%,0%,0%,0%,0%,0%,0%,0%,"Roland, Lorecia Kaifa-Aliya",
GC,1010,1,Orientation to Graphic Comm,0%,0%,0%,0%,1%,99%,1%,0%,0%,"Tonkin, Charles Edward",
GC,1020,1,Intro to Digital Graphics,64%,22%,9%,0%,3%,0%,0%,1%,0%,"Bridges, Amanda Wells",
GC,1020,3,Intro to Digital Graphics,70%,20%,6%,0%,3%,0%,0%,1%,0%,"Bridges, Amanda Wells",
GC,1040,1,Graphic Communications I,74%,12%,9%,0%,0%,0%,0%,3%,3%,"Gilreath, Hanna Gibson",
GC,1050,1,App of Digital Graphics,92%,8%,0%,0%,0%,0%,0%,0%,0%,"Marchione, Carla Lynn Holzer",
GC,1050,2,App of Digital Graphics,89%,6%,0%,6%,0%,0%,0%,0%,0%,"Marchione, Carla Lynn Holzer",
GC,1050,3,App of Digital Graphics,89%,11%,0%,0%,0%,0%,0%,0%,0%,"Bridges, Amanda Wells",
GC,1050,4,App of Digital Graphics,84%,5%,5%,5%,0%,0%,0%,0%,0%,"Bridges, Amanda Wells",
GC,2070,1,Graphic Communications II,83%,8%,8%,0%,0%,0%,0%,0%,0%,"Blue, Carl Nelson",
GC,2400,1,Intro to Web Design and Dev,75%,11%,6%,0%,6%,0%,0%,2%,0%,"Stevens, William D",
GC,3400,1,Digital Imaging,42%,39%,8%,0%,8%,0%,0%,3%,0%,"Derksen, Gerry Wade",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 71 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
GC,3450,1,Video Campaigns in the Dig Age,57%,29%,7%,0%,7%,0%,0%,0%,0%,"Williams, Charles Edward",
GC,3460,1,Ink and Substrates,65%,29%,4%,2%,0%,0%,0%,0%,0%,"Congdon, Robert W",
GC,3500,1,G C Internship I,80%,10%,10%,0%,0%,0%,0%,0%,0%,"Congdon, Robert W",
GC,3610,1,Client Reputation Management,89%,11%,0%,0%,0%,0%,0%,0%,0%,"Herr, Jacqueline Reed",
GC,3620,1,Brand Design & Creative Dir,85%,15%,0%,0%,0%,0%,0%,0%,0%,"Godfrey, Jesse Alan",
GC,3730,1,Media Management in Brand Comm,84%,16%,0%,0%,0%,0%,0%,0%,0%,"Driggs, Jaclyn Kathleen",
GC,3800,1,Junior Seminar in Graphic Comm,90%,10%,0%,0%,0%,0%,0%,0%,0%,"Tonkin, Charles Edward",
GC,4060,1,Package and Specialty Printing,79%,9%,5%,0%,0%,0%,0%,5%,2%,"Woolbright, Nona L",
GC,4400,1,Commercial Printing,52%,33%,9%,0%,0%,0%,0%,6%,0%,"Weisenmiller, Eric M.",
GC,4440,1,Current Dev/Trends in Gr Comm,88%,12%,0%,0%,0%,0%,0%,0%,0%,"Weiss, Charles Tabor",
GC,4800,1,Senior Seminar in Graphic Comm,82%,12%,6%,0%,0%,0%,0%,0%,0%,"Tonkin, Charles Edward",
GC,4900,3,Digital Media Planning,66%,24%,0%,0%,7%,0%,0%,3%,0%,"Siegel-Mevorah, Audrey I",
GC,4900,4,World of Color,67%,17%,13%,0%,4%,0%,0%,0%,0%,"Seymour, John Charles",
GC,4900,10,Selected Topics NIL,94%,6%,0%,0%,0%,0%,0%,0%,0%,"Hildebrand, Katelyn Mooney",
GC,4990,1,WBB Recruitment & Design,86%,0%,0%,0%,0%,0%,0%,14%,0%,"Gilreath, Hanna Gibson",
GC,4990,5,Cr Inquiry in GC-P Chal,78%,22%,0%,0%,0%,0%,0%,0%,0%,"Fox, Michelle Suki Bost",
GC,4990,6,3D Printing,90%,0%,10%,0%,0%,0%,0%,0%,0%,"Newsome, Nathan Daniel",
GEN,1030,1,Careers in Bioch/Gen,86%,7%,5%,0%,0%,0%,0%,2%,0%,"Starr-Moss, Alison Nicole",
GEN,3000,1,Fundamental Genetics,50%,25%,17%,3%,5%,0%,0%,1%,0%,"Tsai, Kate Leanne Willingha",
GEN,3000,2,Fundamental Genetics,80%,12%,7%,0%,0%,0%,0%,2%,0%,"Harris, Michael Timothy",
GEN,3000,3,Fundamental Genetics,68%,24%,5%,0%,1%,0%,0%,2%,1%,"Harris, Michael Timothy",
GEN,3000,4,Fundamental Genetics,81%,16%,2%,1%,0%,0%,0%,0%,0%,"Lyda, Todd A",
GEN,3020,2,Molecular & General Genetics,33%,33%,13%,6%,10%,0%,0%,4%,0%,"Kozubowski, Lukasz",
GEN,3020,4,Molecular & General Genetics,81%,11%,2%,0%,2%,0%,0%,4%,0%,"Lyda, Todd A",
GEN,3500,1,Professional Development,85%,8%,8%,0%,0%,0%,0%,0%,0%,"Starr-Moss, Alison Nicole",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 72 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
GEN,4100,1,Population & Quant Genetics,48%,31%,15%,4%,2%,0%,0%,0%,0%,"Lewis, James J",
GEN,4110,1,Population & Quant Gen Lab,88%,6%,6%,0%,0%,0%,0%,0%,0%,"Kanapeckas Metris, Kimberly",
,,,,,,,,,,,,,Lynn,
GEN,4400,1,Bioinformatics,94%,0%,0%,3%,3%,0%,0%,0%,0%,"Feltus, Frank Alexander",
GEN,4400,2,Bioinformatics (HON),83%,17%,0%,0%,0%,0%,0%,0%,0%,"Feltus, Frank Alexander",H
GEN,4500,1,Comparative Genetics,44%,46%,10%,0%,0%,0%,0%,0%,0%,"MacPherson, Rebecca Anne",
GEN,4600,1,Epigenetics,33%,17%,28%,6%,6%,0%,0%,11%,0%,"Sekhon, Rajandeep Singh",
GEN,6400,1,Bioinformatics,88%,13%,0%,0%,0%,0%,0%,0%,0%,"Feltus, Frank Alexander",
GEN,8050,1,Issues in Research,87%,13%,0%,0%,0%,0%,0%,0%,0%,"Morris, Meredith Teilhet",
GEN,8070,1,Masters Journal Club,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Starr-Moss, Alison Nicole",
GEN,8070,3,Special Topics In Plant Gen,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Liang, Haiying",
GEN,8100,1,Princ of Molecular Biology,82%,18%,0%,0%,0%,0%,0%,0%,0%,"Tsai, Kate Leanne Willingha",
GEN,8250,1,Seminar I,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Morris, Meredith Teilhet",
GEN,8250,2,Seminar I,0%,0%,0%,0%,0%,100%,0%,0%,0%,"Morris, Meredith Teilhet",
GEN,8900,10,Adv Molecular Biology,67%,33%,0%,0%,0%,0%,0%,0%,0%,"Lackey, Lela Lynn",
GEOG,1030,1,World Regional Geography,26%,42%,20%,7%,3%,0%,0%,2%,0%,"Terry, William Church",
GEOG,1060,1,Geog Phys Envt,40%,48%,8%,0%,4%,0%,0%,0%,0%,"Smith, Christa A.",
GEOG,4100,1,Geog of the American South,73%,27%,0%,0%,0%,0%,0%,0%,0%,"Smith, Christa A.",
GEOL,1010,1,Physical Geology,48%,31%,14%,4%,1%,0%,0%,2%,0%,"Coulson, Alan B",
GEOL,1010,2,Physical Geology,48%,27%,15%,3%,4%,0%,0%,4%,0%,"Coulson, Alan B",
GEOL,1010,3,Physical Geology,54%,30%,13%,0%,0%,0%,0%,2%,0%,"Fidler, Mary Katherine",
GEOL,1010,4,Physical Geology,70%,18%,6%,4%,0%,0%,0%,2%,0%,"Fidler, Mary Katherine",
GEOL,1030,1,Physical Geol Lab,82%,9%,0%,5%,5%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,2,Physical Geol Lab,74%,17%,4%,4%,0%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,3,Physical Geol Lab,91%,4%,4%,0%,0%,0%,0%,0%,0%,"Coulson, Alan B",
Course Sections that meet the following conditions are not included: Undergraduate classes with less than 10 students or Graduate classes with less than 5,,,,,,,,,,,,,,
students.,"In addition, if a section has all but 1 student making a common grade (example: All but one student makes a ""B"" in a class), the section is excluded.",,,,,,,,,,,,,
"Thursday, February 1, 2024",,,,,,,,,,,,,Page 73 of 135,
Grades Report for 202308,,,,,,,,,,,,,,
Course,Numbe,Section,Course Title,A,B,C,D,F,P,F(P),W,I,Instructor,Honor
GEOL,1030,5,Physical Geol Lab,64%,23%,9%,0%,5%,0%,0%,0%,0%,"Coulson, Alan B",
GEOL,1030,7,Physical Geol Lab,73%,18%,0%,5%,0%,0%,0%,5%,0%,"Coulson, Alan B",
GEOL,1030,8,Physical Geol Lab,23%,50%,23%,0%,0%,0%,0%,5%,0%,"Coulson, Alan B",
GEOL,1030,9,Physical Geol Lab,30%,52%,13%,0%,0%,0%,0%,4%,0%,"Coulson, Alan B",
GEOL,1030,11,Physical Geol Lab,91%,5%,0%,0%,0%,0%,0%,5%,0%,"Coulson, Alan B",
